user_id,judge_status,url
convexineq,AC,https://atcoder.jp/contests/abc152/submissions/9613212
convexineq,TLE,https://atcoder.jp/contests/abc152/submissions/9611952
daiAtCoder,AC,https://atcoder.jp/contests/abc152/submissions/9623274
daiAtCoder,TLE,https://atcoder.jp/contests/abc152/submissions/9619136
earlgrey_yh,AC,https://atcoder.jp/contests/abc152/submissions/9620929
earlgrey_yh,TLE,https://atcoder.jp/contests/abc152/submissions/9611227
enemy_12,AC,https://atcoder.jp/contests/abc152/submissions/9617286
enemy_12,TLE,https://atcoder.jp/contests/abc152/submissions/9616498
hare17,AC,https://atcoder.jp/contests/abc152/submissions/9624600
hare17,TLE,https://atcoder.jp/contests/abc152/submissions/9623772
hare17,TLE,https://atcoder.jp/contests/abc152/submissions/9623078
hasesuns,AC,https://atcoder.jp/contests/abc152/submissions/9627020
hasesuns,TLE,https://atcoder.jp/contests/abc152/submissions/9625360
hasesuns,TLE,https://atcoder.jp/contests/abc152/submissions/9621978
hirokizaka46,AC,https://atcoder.jp/contests/abc152/submissions/9623411
hirokizaka46,TLE,https://atcoder.jp/contests/abc152/submissions/9621201
hirokizaka46,TLE,https://atcoder.jp/contests/abc152/submissions/9621623
itopost,AC,https://atcoder.jp/contests/abc152/submissions/9628582
itopost,TLE,https://atcoder.jp/contests/abc152/submissions/9626362
itopost,TLE,https://atcoder.jp/contests/abc152/submissions/9625533
k039,AC,https://atcoder.jp/contests/abc152/submissions/9624656
k039,TLE,https://atcoder.jp/contests/abc152/submissions/9622154
k039,TLE,https://atcoder.jp/contests/abc152/submissions/9623562
kaich0,AC,https://atcoder.jp/contests/abc152/submissions/9614028
kaich0,TLE,https://atcoder.jp/contests/abc152/submissions/9613750
kazuki1450,AC,https://atcoder.jp/contests/abc152/submissions/9624047
kazuki1450,TLE,https://atcoder.jp/contests/abc152/submissions/9622318
kazuki1450,TLE,https://atcoder.jp/contests/abc152/submissions/9621706
kenseiQ,AC,https://atcoder.jp/contests/abc152/submissions/9619090
kenseiQ,TLE,https://atcoder.jp/contests/abc152/submissions/9617163
kenseiQ,TLE,https://atcoder.jp/contests/abc152/submissions/9617931
kenseiQ,TLE,https://atcoder.jp/contests/abc152/submissions/9617494
kobashun,AC,https://atcoder.jp/contests/abc152/submissions/9625743
kobashun,TLE,https://atcoder.jp/contests/abc152/submissions/9613797
ktn9,AC,https://atcoder.jp/contests/abc152/submissions/9620646
ktn9,TLE,https://atcoder.jp/contests/abc152/submissions/9615462
ktn9,TLE,https://atcoder.jp/contests/abc152/submissions/9618703
kyo1,AC,https://atcoder.jp/contests/abc152/submissions/9618677
kyo1,TLE,https://atcoder.jp/contests/abc152/submissions/9610379
kyo1,TLE,https://atcoder.jp/contests/abc152/submissions/9614306
kyoroid,AC,https://atcoder.jp/contests/abc152/submissions/9625889
kyoroid,TLE,https://atcoder.jp/contests/abc152/submissions/9621223
ma38su,AC,https://atcoder.jp/contests/abc152/submissions/9620507
ma38su,TLE,https://atcoder.jp/contests/abc152/submissions/9618090
megumim,AC,https://atcoder.jp/contests/abc152/submissions/9623292
megumim,TLE,https://atcoder.jp/contests/abc152/submissions/9623127
minokasago,AC,https://atcoder.jp/contests/abc152/submissions/9622294
minokasago,TLE,https://atcoder.jp/contests/abc152/submissions/9621671
mlpk,AC,https://atcoder.jp/contests/abc152/submissions/9624736
mlpk,TLE,https://atcoder.jp/contests/abc152/submissions/9621416
myubharu,AC,https://atcoder.jp/contests/abc152/submissions/9618329
myubharu,TLE,https://atcoder.jp/contests/abc152/submissions/9616042
nagitaosu,AC,https://atcoder.jp/contests/abc152/submissions/9614262
nagitaosu,TLE,https://atcoder.jp/contests/abc152/submissions/9612469
nebula121,AC,https://atcoder.jp/contests/abc152/submissions/9626145
nebula121,TLE,https://atcoder.jp/contests/abc152/submissions/9621200
nebula121,TLE,https://atcoder.jp/contests/abc152/submissions/9620406
ngard,AC,https://atcoder.jp/contests/abc152/submissions/9625526
ngard,TLE,https://atcoder.jp/contests/abc152/submissions/9624143
ngard,TLE,https://atcoder.jp/contests/abc152/submissions/9622394
ngard,TLE,https://atcoder.jp/contests/abc152/submissions/9624538
nikuroll,AC,https://atcoder.jp/contests/abc152/submissions/9624699
nikuroll,TLE,https://atcoder.jp/contests/abc152/submissions/9622908
nikuroll,TLE,https://atcoder.jp/contests/abc152/submissions/9623787
nikuroll,TLE,https://atcoder.jp/contests/abc152/submissions/9623401
niodachi,AC,https://atcoder.jp/contests/abc152/submissions/9628750
niodachi,TLE,https://atcoder.jp/contests/abc152/submissions/9621827
onetrickpony,AC,https://atcoder.jp/contests/abc152/submissions/9617973
onetrickpony,TLE,https://atcoder.jp/contests/abc152/submissions/9617228
petit_sophia,AC,https://atcoder.jp/contests/abc152/submissions/9627107
petit_sophia,TLE,https://atcoder.jp/contests/abc152/submissions/9623811
pokan0138,AC,https://atcoder.jp/contests/abc152/submissions/9626372
pokan0138,TLE,https://atcoder.jp/contests/abc152/submissions/9624946
qavion,AC,https://atcoder.jp/contests/abc152/submissions/9624261
qavion,TLE,https://atcoder.jp/contests/abc152/submissions/9620736
qavion,TLE,https://atcoder.jp/contests/abc152/submissions/9616470
qavion,TLE,https://atcoder.jp/contests/abc152/submissions/9622720
qavion,TLE,https://atcoder.jp/contests/abc152/submissions/9623838
qavion,TLE,https://atcoder.jp/contests/abc152/submissions/9621204
ralts,AC,https://atcoder.jp/contests/abc152/submissions/9621137
ralts,TLE,https://atcoder.jp/contests/abc152/submissions/9620900
rymea,AC,https://atcoder.jp/contests/abc152/submissions/9621034
rymea,TLE,https://atcoder.jp/contests/abc152/submissions/9615759
serenity_mind,AC,https://atcoder.jp/contests/abc152/submissions/9623339
serenity_mind,TLE,https://atcoder.jp/contests/abc152/submissions/9612795
siro53,AC,https://atcoder.jp/contests/abc152/submissions/9626625
siro53,TLE,https://atcoder.jp/contests/abc152/submissions/9616572
snowbird315,AC,https://atcoder.jp/contests/abc152/submissions/9627801
snowbird315,TLE,https://atcoder.jp/contests/abc152/submissions/9626277
sotanishy,AC,https://atcoder.jp/contests/abc152/submissions/9627395
sotanishy,TLE,https://atcoder.jp/contests/abc152/submissions/9615954
sotanishy,TLE,https://atcoder.jp/contests/abc152/submissions/9618318
tikitaka,AC,https://atcoder.jp/contests/abc152/submissions/9629001
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9625777
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9626976
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9625311
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9628833
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9623963
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9627365
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9622257
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9621378
tikitaka,TLE,https://atcoder.jp/contests/abc152/submissions/9628405
tokumini,AC,https://atcoder.jp/contests/abc152/submissions/9615923
tokumini,TLE,https://atcoder.jp/contests/abc152/submissions/9615168
tonnnura172,AC,https://atcoder.jp/contests/abc152/submissions/9628737
tonnnura172,TLE,https://atcoder.jp/contests/abc152/submissions/9624674
tonnnura172,TLE,https://atcoder.jp/contests/abc152/submissions/9621161
tonnnura172,TLE,https://atcoder.jp/contests/abc152/submissions/9613201
tonnnura172,TLE,https://atcoder.jp/contests/abc152/submissions/9619782
tsuyo09,AC,https://atcoder.jp/contests/abc152/submissions/9620198
tsuyo09,TLE,https://atcoder.jp/contests/abc152/submissions/9616540
tsuyo09,TLE,https://atcoder.jp/contests/abc152/submissions/9617223
tsuyo09,TLE,https://atcoder.jp/contests/abc152/submissions/9614830
tttokiooo,AC,https://atcoder.jp/contests/abc152/submissions/9624513
tttokiooo,TLE,https://atcoder.jp/contests/abc152/submissions/9623675
utl2,AC,https://atcoder.jp/contests/abc152/submissions/9626644
utl2,TLE,https://atcoder.jp/contests/abc152/submissions/9616953
whistlePCR,AC,https://atcoder.jp/contests/abc152/submissions/9623919
whistlePCR,TLE,https://atcoder.jp/contests/abc152/submissions/9622195
yoshnary,AC,https://atcoder.jp/contests/abc152/submissions/9619863
yoshnary,TLE,https://atcoder.jp/contests/abc152/submissions/9617128
yoshnary,TLE,https://atcoder.jp/contests/abc152/submissions/9628872
zeronosu77108,AC,https://atcoder.jp/contests/abc152/submissions/9621824
zeronosu77108,TLE,https://atcoder.jp/contests/abc152/submissions/9621021
AbhiY13,TLE,https://atcoder.jp/contests/abc152/submissions/9614357
Alpha_giraffe,TLE,https://atcoder.jp/contests/abc152/submissions/9618023
Alpha_giraffe,TLE,https://atcoder.jp/contests/abc152/submissions/9619204
Arakoma,TLE,https://atcoder.jp/contests/abc152/submissions/9621840
BlackLunx,TLE,https://atcoder.jp/contests/abc152/submissions/9623477
Black_deVil,TLE,https://atcoder.jp/contests/abc152/submissions/9621151
Black_deVil,TLE,https://atcoder.jp/contests/abc152/submissions/9622173
Cer0un0,TLE,https://atcoder.jp/contests/abc152/submissions/9626249
Doit,TLE,https://atcoder.jp/contests/abc152/submissions/9621920
Freddy_me_me2,TLE,https://atcoder.jp/contests/abc152/submissions/9614055
Harui,TLE,https://atcoder.jp/contests/abc152/submissions/9625874
Harui,TLE,https://atcoder.jp/contests/abc152/submissions/9627990
Harui,TLE,https://atcoder.jp/contests/abc152/submissions/9629066
Harui,TLE,https://atcoder.jp/contests/abc152/submissions/9618188
Himiko,TLE,https://atcoder.jp/contests/abc152/submissions/9626764
Himiko,TLE,https://atcoder.jp/contests/abc152/submissions/9629095
Internet,TLE,https://atcoder.jp/contests/abc152/submissions/9624435
JPN8428,TLE,https://atcoder.jp/contests/abc152/submissions/9626417
JPN8428,TLE,https://atcoder.jp/contests/abc152/submissions/9619711
JPN8428,TLE,https://atcoder.jp/contests/abc152/submissions/9618792
JPN8428,TLE,https://atcoder.jp/contests/abc152/submissions/9621187
JPN8428,TLE,https://atcoder.jp/contests/abc152/submissions/9620393
JPN8428,TLE,https://atcoder.jp/contests/abc152/submissions/9623273
Kagemeka,TLE,https://atcoder.jp/contests/abc152/submissions/9623004
Kuphony,TLE,https://atcoder.jp/contests/abc152/submissions/9622369
Kuphony,TLE,https://atcoder.jp/contests/abc152/submissions/9625567
MASATO338,TLE,https://atcoder.jp/contests/abc152/submissions/9629029
MASATO338,TLE,https://atcoder.jp/contests/abc152/submissions/9625275
MASATO338,TLE,https://atcoder.jp/contests/abc152/submissions/9622817
MightyFine,TLE,https://atcoder.jp/contests/abc152/submissions/9627623
MightyFine,TLE,https://atcoder.jp/contests/abc152/submissions/9621628
MightyFine,TLE,https://atcoder.jp/contests/abc152/submissions/9623533
MizukiHashimoto,TLE,https://atcoder.jp/contests/abc152/submissions/9625512
Mngshmok,TLE,https://atcoder.jp/contests/abc152/submissions/9626864
Nakamoto17,TLE,https://atcoder.jp/contests/abc152/submissions/9615410
NewbieSan,TLE,https://atcoder.jp/contests/abc152/submissions/9619737
NireApril,TLE,https://atcoder.jp/contests/abc152/submissions/9615561
OlivinRyo,TLE,https://atcoder.jp/contests/abc152/submissions/9617264
OnlyDeniko,TLE,https://atcoder.jp/contests/abc152/submissions/9623665
Programmerryoki,TLE,https://atcoder.jp/contests/abc152/submissions/9613473
Programmerryoki,TLE,https://atcoder.jp/contests/abc152/submissions/9611150
Programmerryoki,TLE,https://atcoder.jp/contests/abc152/submissions/9613039
Programmerryoki,TLE,https://atcoder.jp/contests/abc152/submissions/9612599
Programmerryoki,TLE,https://atcoder.jp/contests/abc152/submissions/9620873
Programmerryoki,TLE,https://atcoder.jp/contests/abc152/submissions/9608942
SA4504,TLE,https://atcoder.jp/contests/abc152/submissions/9626005
SA4504,TLE,https://atcoder.jp/contests/abc152/submissions/9626382
STBR25,TLE,https://atcoder.jp/contests/abc152/submissions/9621397
STBR25,TLE,https://atcoder.jp/contests/abc152/submissions/9624934
STBR25,TLE,https://atcoder.jp/contests/abc152/submissions/9628436
STBR25,TLE,https://atcoder.jp/contests/abc152/submissions/9625807
SUMi41,TLE,https://atcoder.jp/contests/abc152/submissions/9621975
Segu,TLE,https://atcoder.jp/contests/abc152/submissions/9618598
Shintaso,TLE,https://atcoder.jp/contests/abc152/submissions/9626302
Shintaso,TLE,https://atcoder.jp/contests/abc152/submissions/9627617
Shoryu_N,TLE,https://atcoder.jp/contests/abc152/submissions/9623911
Solored,TLE,https://atcoder.jp/contests/abc152/submissions/9614985
Takayoshi_Makabe,TLE,https://atcoder.jp/contests/abc152/submissions/9621553
Takayoshi_Makabe,TLE,https://atcoder.jp/contests/abc152/submissions/9628460
Takayoshi_Makabe,TLE,https://atcoder.jp/contests/abc152/submissions/9628896
Takayoshi_Makabe,TLE,https://atcoder.jp/contests/abc152/submissions/9626715
Takayoshi_Makabe,TLE,https://atcoder.jp/contests/abc152/submissions/9628277
Takayoshi_Makabe,TLE,https://atcoder.jp/contests/abc152/submissions/9620086
VolgaKurvar,TLE,https://atcoder.jp/contests/abc152/submissions/9625384
VolgaKurvar,TLE,https://atcoder.jp/contests/abc152/submissions/9627193
VolgaKurvar,TLE,https://atcoder.jp/contests/abc152/submissions/9628153
VolgaKurvar,TLE,https://atcoder.jp/contests/abc152/submissions/9618278
Wattawa,TLE,https://atcoder.jp/contests/abc152/submissions/9627605
Wattawa,TLE,https://atcoder.jp/contests/abc152/submissions/9625915
Yamato1989,TLE,https://atcoder.jp/contests/abc152/submissions/9628621
Yamato1989,TLE,https://atcoder.jp/contests/abc152/submissions/9625266
Yamato1989,TLE,https://atcoder.jp/contests/abc152/submissions/9628074
ZollingerPython3,TLE,https://atcoder.jp/contests/abc152/submissions/9616113
Zray,TLE,https://atcoder.jp/contests/abc152/submissions/9622703
abcmart,TLE,https://atcoder.jp/contests/abc152/submissions/9625375
adam_rajsky,TLE,https://atcoder.jp/contests/abc152/submissions/9626211
aikiyy,TLE,https://atcoder.jp/contests/abc152/submissions/9626074
aikiyy,TLE,https://atcoder.jp/contests/abc152/submissions/9621644
aikiyy,TLE,https://atcoder.jp/contests/abc152/submissions/9620103
aikiyy,TLE,https://atcoder.jp/contests/abc152/submissions/9620875
ajioka,TLE,https://atcoder.jp/contests/abc152/submissions/9623574
ajioka,TLE,https://atcoder.jp/contests/abc152/submissions/9621849
akariki,TLE,https://atcoder.jp/contests/abc152/submissions/9621469
aksm128,TLE,https://atcoder.jp/contests/abc152/submissions/9628782
aksm128,TLE,https://atcoder.jp/contests/abc152/submissions/9628003
aksm128,TLE,https://atcoder.jp/contests/abc152/submissions/9626807
aksm128,TLE,https://atcoder.jp/contests/abc152/submissions/9625145
amigurumicats,TLE,https://atcoder.jp/contests/abc152/submissions/9624740
arahi10,TLE,https://atcoder.jp/contests/abc152/submissions/9626395
arahi10,TLE,https://atcoder.jp/contests/abc152/submissions/9628397
arahi10,TLE,https://atcoder.jp/contests/abc152/submissions/9623956
arahi10,TLE,https://atcoder.jp/contests/abc152/submissions/9625999
arahi10,TLE,https://atcoder.jp/contests/abc152/submissions/9624654
asami_KA,TLE,https://atcoder.jp/contests/abc152/submissions/9619538
atk9998,TLE,https://atcoder.jp/contests/abc152/submissions/9616193
atk9998,TLE,https://atcoder.jp/contests/abc152/submissions/9628266
atk9998,TLE,https://atcoder.jp/contests/abc152/submissions/9616633
atk9998,TLE,https://atcoder.jp/contests/abc152/submissions/9614434
ayatosuzuki,TLE,https://atcoder.jp/contests/abc152/submissions/9617729
ayatosuzuki,TLE,https://atcoder.jp/contests/abc152/submissions/9620558
bomac1,TLE,https://atcoder.jp/contests/abc152/submissions/9625700
c_r_5,TLE,https://atcoder.jp/contests/abc152/submissions/9619490
catupper,TLE,https://atcoder.jp/contests/abc152/submissions/9613534
celclow,TLE,https://atcoder.jp/contests/abc152/submissions/9613929
chakoshi,TLE,https://atcoder.jp/contests/abc152/submissions/9619279
chakoshi,TLE,https://atcoder.jp/contests/abc152/submissions/9626978
chakoshi,TLE,https://atcoder.jp/contests/abc152/submissions/9622602
chakoshi,TLE,https://atcoder.jp/contests/abc152/submissions/9620677
chocotous,TLE,https://atcoder.jp/contests/abc152/submissions/9629116
chocotous,TLE,https://atcoder.jp/contests/abc152/submissions/9628578
cm43punk,TLE,https://atcoder.jp/contests/abc152/submissions/9621160
cr4zjh0bp,TLE,https://atcoder.jp/contests/abc152/submissions/9628288
crap_the_coder,TLE,https://atcoder.jp/contests/abc152/submissions/9626584
crap_the_coder,TLE,https://atcoder.jp/contests/abc152/submissions/9626967
crap_the_coder,TLE,https://atcoder.jp/contests/abc152/submissions/9616482
crap_the_coder,TLE,https://atcoder.jp/contests/abc152/submissions/9628547
d0g,TLE,https://atcoder.jp/contests/abc152/submissions/9620375
d0g,TLE,https://atcoder.jp/contests/abc152/submissions/9629215
daiju,TLE,https://atcoder.jp/contests/abc152/submissions/9614267
deltatriangler,TLE,https://atcoder.jp/contests/abc152/submissions/9627970
dualism7629,TLE,https://atcoder.jp/contests/abc152/submissions/9613874
elite_reaper,TLE,https://atcoder.jp/contests/abc152/submissions/9623094
emrrr,TLE,https://atcoder.jp/contests/abc152/submissions/9620813
emrrr,TLE,https://atcoder.jp/contests/abc152/submissions/9618461
garangara,TLE,https://atcoder.jp/contests/abc152/submissions/9618108
h2d5,TLE,https://atcoder.jp/contests/abc152/submissions/9621329
h2d5,TLE,https://atcoder.jp/contests/abc152/submissions/9626930
h2d5,TLE,https://atcoder.jp/contests/abc152/submissions/9627360
hal411,TLE,https://atcoder.jp/contests/abc152/submissions/9616782
hal411,TLE,https://atcoder.jp/contests/abc152/submissions/9617082
hals,TLE,https://atcoder.jp/contests/abc152/submissions/9621610
hals,TLE,https://atcoder.jp/contests/abc152/submissions/9621101
hals,TLE,https://atcoder.jp/contests/abc152/submissions/9624415
hatosabure,TLE,https://atcoder.jp/contests/abc152/submissions/9627692
high_moctane,TLE,https://atcoder.jp/contests/abc152/submissions/9626779
highchi81,TLE,https://atcoder.jp/contests/abc152/submissions/9628925
hiraku,TLE,https://atcoder.jp/contests/abc152/submissions/9627428
hiraku,TLE,https://atcoder.jp/contests/abc152/submissions/9626591
hiraku,TLE,https://atcoder.jp/contests/abc152/submissions/9624797
hiraku,TLE,https://atcoder.jp/contests/abc152/submissions/9616277
hokekiyoo,TLE,https://atcoder.jp/contests/abc152/submissions/9619675
hxnf,TLE,https://atcoder.jp/contests/abc152/submissions/9620383
hxnf,TLE,https://atcoder.jp/contests/abc152/submissions/9616835
hxnf,TLE,https://atcoder.jp/contests/abc152/submissions/9626222
i88seven,TLE,https://atcoder.jp/contests/abc152/submissions/9620096
i88seven,TLE,https://atcoder.jp/contests/abc152/submissions/9622201
i8nd5t,TLE,https://atcoder.jp/contests/abc152/submissions/9627986
ibtosm,TLE,https://atcoder.jp/contests/abc152/submissions/9614770
ibtosm,TLE,https://atcoder.jp/contests/abc152/submissions/9619122
iiliffe,TLE,https://atcoder.jp/contests/abc152/submissions/9612989
iiliffe,TLE,https://atcoder.jp/contests/abc152/submissions/9628163
irplusred,TLE,https://atcoder.jp/contests/abc152/submissions/9626806
iva7,TLE,https://atcoder.jp/contests/abc152/submissions/9624166
iva7,TLE,https://atcoder.jp/contests/abc152/submissions/9626777
jj1guj,TLE,https://atcoder.jp/contests/abc152/submissions/9624179
jj1guj,TLE,https://atcoder.jp/contests/abc152/submissions/9627937
k1414,TLE,https://atcoder.jp/contests/abc152/submissions/9626349
k1414,TLE,https://atcoder.jp/contests/abc152/submissions/9628141
k1414,TLE,https://atcoder.jp/contests/abc152/submissions/9626738
kagui,TLE,https://atcoder.jp/contests/abc152/submissions/9624618
kagui,TLE,https://atcoder.jp/contests/abc152/submissions/9625605
kanekyo,TLE,https://atcoder.jp/contests/abc152/submissions/9628094
kawap23,TLE,https://atcoder.jp/contests/abc152/submissions/9617891
kazukun1311,TLE,https://atcoder.jp/contests/abc152/submissions/9620739
kazukun1311,TLE,https://atcoder.jp/contests/abc152/submissions/9621216
kazukun1311,TLE,https://atcoder.jp/contests/abc152/submissions/9614936
kazukun1311,TLE,https://atcoder.jp/contests/abc152/submissions/9623966
kekure,TLE,https://atcoder.jp/contests/abc152/submissions/9623145
kenki931128,TLE,https://atcoder.jp/contests/abc152/submissions/9626650
kenki931128,TLE,https://atcoder.jp/contests/abc152/submissions/9623788
kenki931128,TLE,https://atcoder.jp/contests/abc152/submissions/9628248
kenki931128,TLE,https://atcoder.jp/contests/abc152/submissions/9623399
kenki931128,TLE,https://atcoder.jp/contests/abc152/submissions/9629291
komo_fr,TLE,https://atcoder.jp/contests/abc152/submissions/9628064
kouyo,TLE,https://atcoder.jp/contests/abc152/submissions/9625954
kouyo,TLE,https://atcoder.jp/contests/abc152/submissions/9625629
kuma3022,TLE,https://atcoder.jp/contests/abc152/submissions/9622034
kuma3022,TLE,https://atcoder.jp/contests/abc152/submissions/9614689
kussy_tessy,TLE,https://atcoder.jp/contests/abc152/submissions/9628058
kutakieu,TLE,https://atcoder.jp/contests/abc152/submissions/9626875
kutakieu,TLE,https://atcoder.jp/contests/abc152/submissions/9628038
kutakieu,TLE,https://atcoder.jp/contests/abc152/submissions/9626521
lilium,TLE,https://atcoder.jp/contests/abc152/submissions/9620048
luce,TLE,https://atcoder.jp/contests/abc152/submissions/9619979
luce,TLE,https://atcoder.jp/contests/abc152/submissions/9612694
luce,TLE,https://atcoder.jp/contests/abc152/submissions/9617669
luce,TLE,https://atcoder.jp/contests/abc152/submissions/9615210
luce,TLE,https://atcoder.jp/contests/abc152/submissions/9612284
luce,TLE,https://atcoder.jp/contests/abc152/submissions/9615640
mahiro4ds,TLE,https://atcoder.jp/contests/abc152/submissions/9620842
makome,TLE,https://atcoder.jp/contests/abc152/submissions/9628197
makome,TLE,https://atcoder.jp/contests/abc152/submissions/9626315
mannan,TLE,https://atcoder.jp/contests/abc152/submissions/9627326
mannan,TLE,https://atcoder.jp/contests/abc152/submissions/9628871
mapooon,TLE,https://atcoder.jp/contests/abc152/submissions/9619954
march,TLE,https://atcoder.jp/contests/abc152/submissions/9614450
marco_marticus,TLE,https://atcoder.jp/contests/abc152/submissions/9621878
marco_marticus,TLE,https://atcoder.jp/contests/abc152/submissions/9618749
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9627469
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9628934
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9625948
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9623857
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9620319
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9623119
matsugen33,TLE,https://atcoder.jp/contests/abc152/submissions/9621984
mgmk2,TLE,https://atcoder.jp/contests/abc152/submissions/9627622
mhrb,TLE,https://atcoder.jp/contests/abc152/submissions/9618815
mickie,TLE,https://atcoder.jp/contests/abc152/submissions/9615774
mochi32,TLE,https://atcoder.jp/contests/abc152/submissions/9622036
morimario,TLE,https://atcoder.jp/contests/abc152/submissions/9612866
moriya,TLE,https://atcoder.jp/contests/abc152/submissions/9629083
mosaic,TLE,https://atcoder.jp/contests/abc152/submissions/9618194
mosaic,TLE,https://atcoder.jp/contests/abc152/submissions/9622769
mosamosa,TLE,https://atcoder.jp/contests/abc152/submissions/9627988
mosamosa,TLE,https://atcoder.jp/contests/abc152/submissions/9626771
mtakushi,TLE,https://atcoder.jp/contests/abc152/submissions/9622542
mui_nyan,TLE,https://atcoder.jp/contests/abc152/submissions/9620918
mui_nyan,TLE,https://atcoder.jp/contests/abc152/submissions/9625196
nabefuta,TLE,https://atcoder.jp/contests/abc152/submissions/9612270
nabefuta,TLE,https://atcoder.jp/contests/abc152/submissions/9621113
nadare881,TLE,https://atcoder.jp/contests/abc152/submissions/9613134
nanmowakaran,TLE,https://atcoder.jp/contests/abc152/submissions/9613817
nicklaw296,TLE,https://atcoder.jp/contests/abc152/submissions/9621207
nkknj,TLE,https://atcoder.jp/contests/abc152/submissions/9611802
nkknj,TLE,https://atcoder.jp/contests/abc152/submissions/9616695
nyama,TLE,https://atcoder.jp/contests/abc152/submissions/9619864
onyi,TLE,https://atcoder.jp/contests/abc152/submissions/9619132
onyi,TLE,https://atcoder.jp/contests/abc152/submissions/9617129
opoblblfzob,TLE,https://atcoder.jp/contests/abc152/submissions/9625705
opoblblfzob,TLE,https://atcoder.jp/contests/abc152/submissions/9617608
osushi5,TLE,https://atcoder.jp/contests/abc152/submissions/9623324
